ISIC_Detailed,MainActivityDescription,ISIC_Section,Typical_Capital_TZS,Count,Sector_Name
2410,UZALISHAJI WA BOMBA ZA MAJI,C,31777000.0,1,Manufacturing
2410,UZALISHAJI WA NONDO,C,332000.0,1,Manufacturing
2420,GOLD REFINERY AND GOLD DEALER,C,113000.0,1,Manufacturing
2420,KUREJJESHA SHABA,C,969000.0,1,Manufacturing
2420,MANUFACTURING OF LEAD RECYLER/ PLASTIC RECYCLER,C,1393000.0,1,Manufacturing
2420,Manufacture of basic precious and other non-ferrous metals,C,173563000.0,1,Manufacturing
2420,SONARA,C,24383000.0,1,Manufacturing
2431,Casting of iron and steel,C,115000.0,1,Manufacturing
2431,KUCHOMELEA NA KUTENGENEZA MILANGO NA MADIRISHA,C,15416000.0,1,Manufacturing
2431,KUTENGENEZA MAGETY NA MIRANGO,C,7789000.0,1,Manufacturing
2431,KUTENGENGEZA NONDO,C,226174000.0,1,Manufacturing
2431,UTENGENEZAJI WA BIDHAA ZA CHUMA,C,1260000.0,1,Manufacturing
2431,UTENGENEZAJI WA BIDHAA ZA CHUMA NA ALUMINIUM,C,129000.0,1,Manufacturing
2431,UZALISHAJI WA BIDHAA ZA CHUMA ( NONDO),C,1738000.0,1,Manufacturing
2431,UZALISHAJI WA MABATI,C,7892000.0,1,Manufacturing
2432,KUREJELESHA SHABA,C,12119000.0,1,Manufacturing
2432,UTENGENEZAJI WA VITANDA NA MAGETI,C,14930000.0,1,Manufacturing
2511,ALUMINIUM,C,651500.0,2,Manufacturing
2511,ALUMINIUM & PVC,C,188000.0,1,Manufacturing
2511,BIDHAA ZA ALUMINIUM,C,1452000.0,2,Manufacturing
2511,BIDHAA ZA CHUMA,C,275500.0,2,Manufacturing
2511,FABRICATION WORKSHOP,C,1062000.0,1,Manufacturing
2511,HUDUMA YA KUKUNJA BATI,C,36664000.0,1,Manufacturing
2511,HUDUMA YA KUKUNJA VYUMA,C,1561000.0,1,Manufacturing
2511,HUDUMA YA KUTENGENEZA VIOO,C,5342000.0,2,Manufacturing
2511,HUDUMA YA KUUZA NA KUKATA VIOO,C,14134000.0,1,Manufacturing
2511,HUDUMA YA KUVUNJA CHUMA,C,276000.0,1,Manufacturing
2511,HUDUMA YA UTENGENEZAJI VIOO,C,168000.0,1,Manufacturing
2511,HUDUMA YA UTENGENEZAJI WA BIDHAA KWA KUTUMIA CHUMA,C,24181000.0,1,Manufacturing
2511,HUDUMA YA UTENGENEZAJI WA MADIRISHA NA MILANGO KWA KUTUMIA  CHUMA,C,3320000.0,1,Manufacturing
2511,HUDUMA YA UTENGENEZAJI WA MADIRISHO KWA KUTUMIA VIOO,C,45355000.0,1,Manufacturing
2511,HUDUMA YA UTENGENEZAJI WA VIOO,C,712000.0,1,Manufacturing
2511,HUDUMA YA UUZAJI WA VIOO,C,494000.0,1,Manufacturing
2511,HUDUMA YA VIOO VYA ALUMINIUM,C,1456000.0,1,Manufacturing
2511,HUDUMA ZA UTENGENEZAJI WA ALUMINIUM,C,677000.0,1,Manufacturing
2511,HUDUMA ZA WELDING,C,142000.0,1,Manufacturing
2511,KICHOMELEA NA KUZALISHA BIDHAA ZA CHUMA,C,171936000.0,1,Manufacturing
2511,KIWANDA CHA MABATI,C,73514000.0,2,Manufacturing
2511,KUCHOMEA VYUMA,C,700000.0,3,Manufacturing
2511,KUCHOMEA(WELDING),C,190000.0,1,Manufacturing
2511,KUCHOMELEA,C,111371000.0,2,Manufacturing
2511,KUCHOMELEA CHUMA,C,6014000.0,1,Manufacturing
2511,KUCHOMELEA MADIRISHA NA MAGETI,C,5568000.0,1,Manufacturing
2511,KUCHOMELEA MADIRISHA NA MILANGO,C,715000.0,1,Manufacturing
2511,KUCHOMELEA MAGETI,C,4340000.0,1,Manufacturing
2511,KUCHOMELEA NA KUTENGENEZA MADIRISHA YA ALMINIUM,C,113000.0,1,Manufacturing
2511,KUCHOMELEA NA KUUZA BIDHAA ZA CHUMA,C,497000.0,1,Manufacturing
2511,KUCHOMELEA NA KUZALISHA BIDHAA ZA CHUMA,C,1151000.0,5,Manufacturing
2511,KUCHOMELEA NA KUZALISHA VIFAA VYA ALLUMINIUM,C,15888000.0,1,Manufacturing
2511,KUCHOMELEA NA UZALISHAJI WA BIDHAA ZA CHUMA,C,138000.0,1,Manufacturing
2511,KUCHOMELEA VYUMA,C,3682000.0,3,Manufacturing
2511,KUCHOMOLEA NA UZALISHAJI WA BIDHAA ZA CHUMA,C,363000.0,1,Manufacturing
2511,KUENGENEZA MADIRISHA NA MILANGO YA ALUMINIUM,C,243700000.0,1,Manufacturing
2511,KUKEREZA VIPULI(UCHONGAJI),C,305000.0,1,Manufacturing
2511,KUKUNJA MABATI YA MATENKI YA MAFUTA,C,44482000.0,1,Manufacturing
2511,KUKUNJA NA KUKATA MABATI,C,7012000.0,1,Manufacturing
2511,KUKUNJA VYUMA,C,2322000.0,1,Manufacturing
2511,KUTENGEBEZA MADIRISHA  YA ALLUMINIUM,C,226000.0,1,Manufacturing
2511,KUTENGENEZA  BIDHAA ZA ALLUMINIUM,C,116000.0,1,Manufacturing
2511,KUTENGENEZA  BIDHAA ZA ALUMINIUM,C,604500.0,2,Manufacturing
2511,KUTENGENEZA ALMINIUM,C,6872000.0,8,Manufacturing
2511,KUTENGENEZA ALUMINIUM,C,3047000.0,15,Manufacturing
2511,KUTENGENEZA ALUMINUM,C,6761000.0,1,Manufacturing
2511,KUTENGENEZA BIDHAA ALUMINIUM,C,803000.0,1,Manufacturing
2511,KUTENGENEZA BIDHAA YA ALMINIUM,C,30779000.0,1,Manufacturing
2511,KUTENGENEZA BIDHAA ZA   ALUMINIUM,C,8416000.0,1,Manufacturing
2511,KUTENGENEZA BIDHAA ZA ALLUMINIUM,C,1084000.0,6,Manufacturing
2511,KUTENGENEZA BIDHAA ZA ALMINIM,C,1020000.0,1,Manufacturing
2511,KUTENGENEZA BIDHAA ZA ALMINIUM,C,3507000.0,2,Manufacturing
2511,KUTENGENEZA BIDHAA ZA ALUMINIUM,C,2798000.0,35,Manufacturing
2511,KUTENGENEZA BIDHAA ZA ALUMINIUM NA UPVC,C,487000.0,1,Manufacturing
2511,KUTENGENEZA BIDHAA ZA CHUMA,C,1634500.0,6,Manufacturing
2511,KUTENGENEZA BIDHAA ZACHUMA(ALMINIUM),C,1075000.0,1,Manufacturing
2511,KUTENGENEZA CHUMA,C,17810000.0,2,Manufacturing
2511,KUTENGENEZA CHUMA GRILL,C,3127000.0,1,Manufacturing
2511,KUTENGENEZA GRIL,C,67711000.0,1,Manufacturing
2511,KUTENGENEZA MADILISHA NA MILANGO YA ALUMINIUM,C,637000.0,1,Manufacturing
2511,KUTENGENEZA MADIRISHA NA MILANGO,C,5816000.0,3,Manufacturing
2511,KUTENGENEZA MADIRISHA NA MILANGO YA ALUMINIUM,C,1617000.0,2,Manufacturing
2511,KUTENGENEZA MADIRISHA YA ALLUMINIUM,C,44309000.0,1,Manufacturing
2511,KUTENGENEZA MADIRISHA YA ALMINIUM,C,4411000.0,1,Manufacturing
2511,KUTENGENEZA MADIRISHA YA ALUMINIUM,C,1152000.0,4,Manufacturing
2511,KUTENGENEZA MAGETI,C,16633500.0,2,Manufacturing
2511,KUTENGENEZA MAGETI NA MADIRISHA,C,219000.0,1,Manufacturing
2511,KUTENGENEZA MAGETI NA MADIRISHA YA CHUMA,C,101498000.0,1,Manufacturing
2511,KUTENGENEZA MAGETI YA CHUMA,C,851000.0,4,Manufacturing
2511,KUTENGENEZA MATURUBAI,C,1007000.0,1,Manufacturing
2511,KUTENGENEZA MILANGO NA MADIRISHA YA ALMUNIUM,C,132000.0,1,Manufacturing
2511,KUTENGENEZA MILANGO NA MAGETI,C,1090000.0,1,Manufacturing
2511,KUTENGENEZA MIRANGO NA MADILISHA YA ALL MINIUM,C,37409000.0,1,Manufacturing
2511,KUTENGENEZA NA KUUZA ALUMINIUM,C,137000.0,1,Manufacturing
2511,KUTENGENEZA SHUGHURI ZA ALMINIUM,C,15426000.0,1,Manufacturing
2511,KUTENGENEZA VIFAA VYA CHUMA,C,197000.0,1,Manufacturing
2511,KUTENGENEZA VIOO,C,198000.0,1,Manufacturing
2511,KUTENGENEZA VITU VYA CHUMA,C,4472000.0,1,Manufacturing
2511,KUTENGENGEZA U BOLT ZA MAGARI,C,6896000.0,1,Manufacturing
2511,KUTENGEZA ALUMINUM,C,280000.0,1,Manufacturing
2511,KUTENWGENEZA BIDHAA ZAALMINIUM,C,1023000.0,1,Manufacturing
2511,KUUZA NA KUTENGENEZA BIDHAA ZA ALMINIUM,C,231000.0,1,Manufacturing
2511,KUZALISHA BODHAA ZA CHUMA,C,180692000.0,1,Manufacturing
2511,Kutengeneza vitu vya Alluminium,C,123175000.0,1,Manufacturing
2511,MAFUNDI WA MILANGO YA ALUMIAM,C,133000.0,1,Manufacturing
2511,MANUFACTRINGWINDOWS AND DOORS,C,111000.0,1,Manufacturing
2511,MANUFACTURE OF ALUMINUM GOODS,C,5023000.0,1,Manufacturing
2511,MANUFACTURE OF FABRICATION AND WELDING,C,60229000.0,1,Manufacturing
2511,MANUFACTURE OF PRENUMATIC COMPONENTS FOR AUTOMATION SYSTEM,C,288000.0,1,Manufacturing
2511,MANUFACTURE OF SHUTTER DOORS,C,6698000.0,1,Manufacturing
2511,"MANUFACTURING FRAMES,WINDOWS & DOORS",C,86588000.0,1,Manufacturing
2511,MANUFACTURING OF ALUMINIUM AND GLASS,C,11693000.0,1,Manufacturing
2511,MANUFACTURING OF METALIC DOORS AND WINDOWS,C,4695000.0,1,Manufacturing
2511,METAL FABRICATION,C,11077000.0,1,Manufacturing
2511,Manufacture of structural metal products,C,761000.0,1,Manufacturing
2511,OFFICE KUBWA YA WELDING,C,45858000.0,1,Manufacturing
2511,OFISI YA KIWANDA CHA NONDO,C,119000.0,1,Manufacturing
2511,PRODUCTION OF GLASS,C,2322000.0,1,Manufacturing
2511,TENGENEZAJI NA UUZAJI WA ALMINIUMU REJAREJA,C,4177000.0,1,Manufacturing
2511,UCHOMELEAJI,C,4188000.0,1,Manufacturing
2511,UCHOMELEAJI CHUMA,C,1688000.0,7,Manufacturing
2511,UCHOMELEAJI VYUMA,C,1539500.0,20,Manufacturing
2511,UCHOMELEAJI WA BIDHAA ZA CHUMA,C,72086000.0,2,Manufacturing
2511,UCHOMELEAJI WA CHUMA,C,42877000.0,1,Manufacturing
2511,UCHONGAJI VYUMA VYA MAGARI,C,239000.0,1,Manufacturing
2511,UCHONGAJI WA MADIRISHA NA MILANGO YA VIOO,C,1532000.0,1,Manufacturing
2511,UCHONGAJI WA VIFAA VYA  CHUMA,C,179000.0,1,Manufacturing
2511,UCHONGAJI WA VIOO,C,14859000.0,2,Manufacturing
2511,UCHONGAJI WA VYUMA,C,121000.0,1,Manufacturing
2511,UCHONGAJI WA VYUMA NA SPEA,C,117000.0,1,Manufacturing
2511,UENGENEZAJI WA BIDHAA ZA ALUMINIUM,C,5123000.0,1,Manufacturing
2511,UKARABATI WA VITU VYA CHUMA,C,255000.0,1,Manufacturing
2511,UPVC,C,21617000.0,1,Manufacturing
2511,USAMBAZAJI NA UFUNDI WA ALUMINIUM,C,46880000.0,1,Manufacturing
2511,UTENGENAZAJI WA MAGETI NA MADIRISHA,C,2802000.0,1,Manufacturing
2511,UTENGENAZJI WA MADIRISHA YA GRILI,C,941000.0,1,Manufacturing
2511,UTENGENEZAJ WA BIDHAA ZA ALMINIUM,C,4950000.0,1,Manufacturing
2511,UTENGENEZAJE WA MAGETI,C,4053000.0,1,Manufacturing
2511,UTENGENEZAJI  GRILL  ZA MADIRISIHA,C,2309000.0,1,Manufacturing
2511,UTENGENEZAJI  KABATI YA ALMINIUM,C,19222000.0,1,Manufacturing
2511,UTENGENEZAJI  MADIRISHA NA MILANGO,C,736000.0,1,Manufacturing
2511,UTENGENEZAJI  WA BIDHAA ZA   CHUMA NA ALLUMINIUM,C,23657000.0,1,Manufacturing
2511,UTENGENEZAJI  WA BIDHAA ZA ALUMINIUM,C,13381000.0,1,Manufacturing
2511,UTENGENEZAJI  WA MADIRISHA YA ALMINIUM,C,1928000.0,1,Manufacturing
2511,UTENGENEZAJI ALUMINIUM,C,3151000.0,1,Manufacturing
2511,UTENGENEZAJI BIDHAA ZA ALLUMINIUM,C,2302000.0,1,Manufacturing
2511,UTENGENEZAJI BIDHAA ZA ALMINIUM,C,522000.0,1,Manufacturing
2511,UTENGENEZAJI BIDHAA ZA ALUMINIUM,C,2038000.0,4,Manufacturing
2511,UTENGENEZAJI BIDHAA ZA CHUMA,C,24484000.0,1,Manufacturing
2511,UTENGENEZAJI BOKSI ZA BATI,C,432000.0,1,Manufacturing
2511,UTENGENEZAJI FENITURE,C,217000.0,1,Manufacturing
2511,UTENGENEZAJI KABATI YA ALMINIUM,C,1183000.0,1,Manufacturing
2511,UTENGENEZAJI KITANDA/MADIRISHA YA  WELDING,C,5670000.0,1,Manufacturing
2511,UTENGENEZAJI MADIRISHA YA ALLUMINIUM,C,7540000.0,1,Manufacturing
2511,"UTENGENEZAJI MADIRISHA,MASHERIFU YA VIOO YA ALUMINUM",C,5629000.0,1,Manufacturing
2511,UTENGENEZAJI MAGETI,C,31841500.0,2,Manufacturing
2511,UTENGENEZAJI MILANGO YA ALMINIUM,C,1702000.0,2,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA ALUMINIUM,C,1391000.0,1,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA MABATI,C,116378000.0,1,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA MADIRISHA YA ALUMINIUM,C,1456000.0,1,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA MADRISHA YA ALUMINIUM,C,3261000.0,1,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA MAGETI REJAREJA,C,741000.0,1,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA VIFAA VYA CHUMA,C,6212000.0,1,Manufacturing
2511,UTENGENEZAJI NA UUZAJI WA VIFAA VYA UJENZI,C,15115000.0,1,Manufacturing
2511,UTENGENEZAJI UUZAJI WA BIDHAA ZA CHUMA,C,31004000.0,1,Manufacturing
2511,UTENGENEZAJI VITU VYA ALUMINIUM,C,2807000.0,1,Manufacturing
2511,UTENGENEZAJI WA  BIDHAA ZA ALUMINIUM KAMA MADIRISHA NA MILANGO,C,108583000.0,1,Manufacturing
2511,UTENGENEZAJI WA ALIMINIUM,C,2935000.0,1,Manufacturing
2511,UTENGENEZAJI WA ALLIMINIUM,C,24397000.0,1,Manufacturing
2511,UTENGENEZAJI WA ALLUMINIUM,C,6208500.0,2,Manufacturing
2511,UTENGENEZAJI WA ALMINIUM,C,846000.0,12,Manufacturing
2511,UTENGENEZAJI WA ALUMINIUM,C,2316500.0,26,Manufacturing
2511,UTENGENEZAJI WA ALUMINIUM & GLASS,C,14881000.0,1,Manufacturing
2511,UTENGENEZAJI WA ALUMINUM,C,8008000.0,5,Manufacturing
2511,UTENGENEZAJI WA ALUMINUM NA VIOO,C,335000.0,1,Manufacturing
2511,UTENGENEZAJI WA ANGLE ZA VITANDA,C,210000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA,C,159000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA  YA  VIOO,C,11003000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA  ZA ALUMINIUM,C,2911000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ALUMINIUM KAMA MILANGO NA MADIRISHA,C,2203000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA YA ALUMINIUM,C,2873000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA ALLUMINIUM,C,560000.0,10,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA ALMINIUM,C,233000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA ALUMINIAM NA VIOO,C,122000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA ALUMINIUM,C,1632000.0,53,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA ALUMINIUM NA GRILL,C,110000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA ALUMINUM,C,1329500.0,14,Manufacturing
2511,"UTENGENEZAJI WA BIDHAA ZA ALUMINUM KAMA VILE MADILISHA YA ALUMINUM,MILANGO NK..",C,32872000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA CHUMA,C,1275500.0,34,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA CHUMA (WELDING),C,2335000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA CHUMA NA ALUMINIUM,C,150500.0,2,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA CHUMA NA BATI,C,2166000.0,2,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA CHUMA NA MBAO,C,262000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA CHUMA.,C,2892000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA KIOO,C,1413000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZA VIOO,C,2935000.0,2,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZITOKANAZO NA ALUMINIUM,C,5330500.0,2,Manufacturing
2511,UTENGENEZAJI WA BIDHAA ZITOKANAZO NA CHUMA,C,6827000.0,1,Manufacturing
2511,UTENGENEZAJI WA BIDH�A ZA CHUMA,C,123000.0,1,Manufacturing
2511,UTENGENEZAJI WA BODI ZA MAGARI,C,1224000.0,1,Manufacturing
2511,UTENGENEZAJI WA CHUMA,C,124000.0,1,Manufacturing
2511,UTENGENEZAJI WA DIRISHA NA MILANGO YA ALUMINIUM,C,45970500.0,2,Manufacturing
2511,UTENGENEZAJI WA DIRISHA NA MILANGO YA ALUMINUM,C,4137000.0,1,Manufacturing
2511,UTENGENEZAJI WA GRIL,C,112000.0,1,Manufacturing
2511,UTENGENEZAJI WA GRILL,C,150000.0,2,Manufacturing
2511,UTENGENEZAJI WA GRILS,C,20631000.0,1,Manufacturing
2511,UTENGENEZAJI WA HIGH SECURITY DOORS,C,7527000.0,1,Manufacturing
2511,UTENGENEZAJI WA MABANGO,C,244536000.0,1,Manufacturing
2511,UTENGENEZAJI WA MABATI,C,90039000.0,2,Manufacturing
2511,UTENGENEZAJI WA MADILISHA,C,7461500.0,2,Manufacturing
2511,UTENGENEZAJI WA MADILISHA NA MILANGO REJAREJA,C,1174000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADILISHA NA MILANGO YA ALUMINIUM,C,6724000.0,2,Manufacturing
2511,UTENGENEZAJI WA MADILISHA YA ALUMINIUM,C,21512000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADILISHA YA ALUMINUM,C,7034500.0,2,Manufacturing
2511,UTENGENEZAJI WA MADILISHA YA CHUMA,C,3580000.0,2,Manufacturing
2511,UTENGENEZAJI WA MADILISHA YA VIOO,C,1128500.0,2,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA,C,7172000.0,2,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA  YA ALMINIUM,C,1181000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA & MILANGO YA ALUMINIUM,C,32019000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA &MILANGO YA ALUMINUM,C,4978500.0,2,Manufacturing
2511,"UTENGENEZAJI WA MADIRISHA ,MILANGO ,MAKABATI YA ALUMINIUM",C,458000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA NA MAGETI YA CHUMA,C,1493000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA NA MILANGO,C,200000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA NA MILANGO YA ALLUMINIUM,C,3988000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA NA MILANGO YA ALUMINIUM,C,4587000.0,6,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA NA MILANGO YA VIOO,C,1048000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA NA VIOO VYA ALUMINIUM,C,8371000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA YA ALUMINIUM,C,2239000.0,15,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA YA ALUMINUM,C,1717500.0,2,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA YA CHUMA,C,12305000.0,2,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA YA GRILL,C,557000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA YA MILANGO YA ALUMINIUM,C,277000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADIRISHA YA VIOO,C,16211000.0,1,Manufacturing
2511,UTENGENEZAJI WA MADISHA YA ALLUMINIUM,C,115032000.0,1,Manufacturing
2511,UTENGENEZAJI WA MAGETI,C,2719500.0,6,Manufacturing
2511,UTENGENEZAJI WA MAGETI NA MADILISHA YA CHUMA,C,621000.0,1,Manufacturing
2511,UTENGENEZAJI WA MAGETI NA MADIRISHA YA CHUMA,C,388000.0,2,Manufacturing
2511,UTENGENEZAJI WA MAGETI NA MILANGO YA CHUMA,C,5943000.0,1,Manufacturing
2511,UTENGENEZAJI WA MAGETI NK,C,435000.0,1,Manufacturing
2511,UTENGENEZAJI WA MAGRIL,C,5023000.0,1,Manufacturing
2511,UTENGENEZAJI WA MAJIKO YA CHUMA,C,2848000.0,1,Manufacturing
2511,UTENGENEZAJI WA MAJIKO YA MKAA,C,16306000.0,1,Manufacturing
2511,UTENGENEZAJI WA MASHINE ZA TOFARI,C,16807000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO  YA ALMINIUM,C,355000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO & MADIRISHA YA ALUMINIUM,C,3296000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA DIRISHA YA ALUMINIUM,C,3536000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA MADIRISHA,C,2151000.0,3,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA MADIRISHA YA ALUMIJIUM,C,8161000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA MADIRISHA YA ALUMINIUM,C,16749000.0,2,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA MADIRISHA YA CHUMA,C,6002000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA MADISHA YA ALUMINIUM,C,804000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO NA MDIRISHA YA CHUMA,C,620000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO NAMADIRISHA YA CHUMA,C,7350000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO YA ALMINIUM,C,2335000.0,3,Manufacturing
2511,"UTENGENEZAJI WA MILANGO, MADIRISHA YA ALUMINIUM",C,33059000.0,1,Manufacturing
2511,UTENGENEZAJI WA MILANGO/ MADIRISHA YA ALMINIUM,C,69802000.0,1,Manufacturing
2511,UTENGENEZAJI WA NONDO,C,3964000.0,1,Manufacturing
2511,UTENGENEZAJI WA PRODUCTS ZA BATI,C,55657000.0,1,Manufacturing
2511,UTENGENEZAJI WA SAMANI ZA ALUMINIUM,C,9522000.0,3,Manufacturing
2511,UTENGENEZAJI WA UCHOMELEAJI VITU,C,1536000.0,1,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA ALLIMNIUM,C,269000.0,1,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA ALLUMINIUM,C,2684500.0,2,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA ALMINIUM,C,64471000.0,1,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA ALUMINIUM,C,2119000.0,3,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA ALUMINUM,C,108000.0,1,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA CHUMA,C,2524500.0,8,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA MAJUMBANI,C,1576000.0,1,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA UJENZI,C,3335000.0,3,Manufacturing
2511,UTENGENEZAJI WA VIFAA VYA VIOO,C,14059000.0,3,Manufacturing
2511,UTENGENEZAJI WA VIFAA ZA CHUMA,C,27529000.0,1,Manufacturing
2511,UTENGENEZAJI WA VIOO,C,235000.0,1,Manufacturing
2511,UTENGENEZAJI WA VITU MBALIMBALI VYA CHUMA,C,6934000.0,2,Manufacturing
2511,UTENGENEZAJI WA VITU VYA CHUMA,C,5794000.0,2,Manufacturing
2511,UTENGENEZAJI WA VITU VYA VIOO,C,2655500.0,2,Manufacturing
2511,UTENGENEZAJI WA VYUMA,C,405000.0,3,Manufacturing
2511,UTENGENEZAJI WABIDHAA ZA CHUMA NA ALUMINIUM,C,116000.0,1,Manufacturing
2511,UTENGENEZAJIN WA MADIRISHA YA VIOO,C,506000.0,1,Manufacturing
2511,UTENGENEZAJINWA MADIRISHA NA MILANGO YA ALUMINIUM,C,9361500.0,2,Manufacturing
2511,UTENGENEZAJINWA VITU VYA ALUMINIUM,C,1513000.0,1,Manufacturing
2511,UTENGENEZEJI WA BIDHAA ZA ALUMINIUM,C,254000.0,1,Manufacturing
2511,UTENGENEZEZAJI BIDHAA ZA ALMINIUM,C,15423000.0,1,Manufacturing
2511,UTENGENGENEZAJI WA VIFAA VYA CHUMA.,C,4441000.0,1,Manufacturing
2511,UTENGEZAJI MADILISHA NA MILANGO YA ALUMINIUM NA PVC,C,41836000.0,1,Manufacturing
2511,UTENGEZAJI WA MADILISHA MILANGO YA ALUMINIUM,C,494000.0,1,Manufacturing
2511,UTENGEZAJI WA MADILISHA NA MILANGO YA ALUMINIUM,C,167983000.0,1,Manufacturing
2511,UTENGEZAJI WA MADIRISHA YA VIOO,C,8625000.0,1,Manufacturing
2511,UTENGEZAJI WA VIOO,C,5761000.0,1,Manufacturing
2511,UTENGEZAJI WA VIOO VYA ALUMINUM,C,128117000.0,1,Manufacturing
2511,UTENNGENEZAJI ALUMINIUM,C,4666000.0,1,Manufacturing
2511,UTOAJI WA HUDUMA YA KUCHOMELEA VYUMA,C,2135000.0,1,Manufacturing
2511,UTOAJI WA HUDUMA YA UCHOMELEAJI NA UTENGENEZAJI WA VIFAA VYA CHUMA,C,225055000.0,1,Manufacturing
2511,UTOAJI WA HUDUMA YA UTENGENEZAJI WA MILANGO NA MADILISHA,C,8754000.0,1,Manufacturing
2511,UTOAJI WA HUDUMA YA UTENGENEZAJI WA VYUMA,C,10693000.0,1,Manufacturing
2511,UTOAJI WA HUDUMA YA VIFAA VYA ALMINNUAM,C,9541000.0,1,Manufacturing
2511,UTOAJI YA HUDUMA YA UCHOMELEAJI WA VYUMA,C,300000.0,1,Manufacturing
2511,UTRNGENEZATJI  WA VIFAA VYA UJENZI,C,736000.0,1,Manufacturing
2511,UTUNGENEZAJI NA UUZAJI WA MABATI JUMLA,C,29430000.0,1,Manufacturing
2511,UUZAJI NA UTENGENEZAJI WA VIFAA VYA KIOO,C,1349000.0,1,Manufacturing
2511,UUZAJI NA UTENGENEZAJI WA VIFAA VYA VIOO,C,102000.0,1,Manufacturing
2511,UUZAJI WA ALUMINIUM REJAREJA,C,722000.0,1,Manufacturing
2511,UUZAJI WA NA UTEKELEZAJI WA MADIRISHA,C,5248000.0,1,Manufacturing
2511,UUZAJI WA SOLAR WATER HEATING,C,50964000.0,1,Manufacturing
2511,UUZAJI WA VIFAA VYA AINA YA KIOO,C,36829000.0,1,Manufacturing
2511,UUZAJI WA VIFAA VYA ALUMINUM,C,122364000.0,1,Manufacturing
2511,UUZAJI WA VIOO VYA MADIRISHA,C,12152000.0,1,Manufacturing
